"STATION","DATE","AWND","PRCP"
"US1NCCR0035","2011-10-13",,"0.08"
"US1NCCR0035","2011-10-16",,"0.00"
"US1NCCR0035","2011-10-18",,"0.00"
"US1NCCR0035","2011-10-19",,"0.96"
"US1NCCR0035","2011-10-20",,"0.50"
"US1NCCR0035","2011-10-22",,"0.00"
"US1NCCR0035","2011-10-24",,"0.00"
"US1NCCR0035","2011-10-26",,"0.00"
"US1NCCR0035","2011-10-28",,"0.00"
"US1NCCR0035","2011-10-30",,"0.01"
"US1NCCR0035","2011-10-31",,"0.00"
"US1NCCR0035","2011-11-01",,"0.45"
"US1NCCR0035","2011-11-02",,"0.00"
"US1NCCR0035","2011-11-04",,"0.70"
"US1NCCR0035","2011-11-06",,"0.00"
"US1NCCR0035","2011-11-07",,"0.00"
"US1NCCR0035","2011-11-09",,"0.00"
"US1NCCR0035","2011-11-10",,"0.00"
"US1NCCR0035","2011-11-13",,"0.00"
"US1NCCR0035","2011-11-14",,"0.00"
"US1NCCR0035","2011-11-16",,"0.03"
"US1NCCR0035","2011-11-18",,"0.00"
"US1NCCR0035","2011-11-20",,"0.00"
"US1NCCR0035","2011-11-22",,"0.00"
"US1NCCR0035","2011-11-23",,"0.35"
"US1NCCR0035","2011-11-25",,"0.00"
"US1NCCR0035","2011-11-28",,"0.00"
"US1NCCR0035","2011-11-29",,"0.13"
"US1NCCR0035","2011-11-30",,"0.22"
"US1NCCR0035","2011-12-07",,"0.00"
"US1NCCR0035","2011-12-08",,"0.10"
"US1NCCR0035","2011-12-10",,"0.10"
"US1NCCR0035","2011-12-11",,"0.00"
"US1NCCR0035","2011-12-12",,"0.00"
"US1NCCR0035","2011-12-13",,"0.00"
"US1NCCR0035","2011-12-16",,"0.00"
"US1NCCR0035","2011-12-17",,"0.00"
"US1NCCR0035","2011-12-18",,"0.00"
"US1NCCR0035","2011-12-22",,"0.09"
"US1NCCR0035","2011-12-26",,"0.00"
"US1NCCR0035","2011-12-27",,"0.00"
"US1NCCR0035","2011-12-28",,"0.86"
"US1NCCR0035","2011-12-30",,"0.00"
"US1NCCR0035","2011-12-31",,"0.00"
"US1NCCR0035","2012-01-03",,"0.00"
"US1NCCR0035","2012-01-05",,"0.00"
"US1NCCR0035","2012-01-06",,"0.00"
"US1NCCR0035","2012-01-08",,"0.00"
"US1NCCR0035","2012-01-11",,"0.00"
"US1NCCR0035","2012-01-15",,"0.00"
"US1NCCR0035","2012-01-16",,"0.00"
"US1NCCR0035","2012-01-17",,"0.00"
"US1NCCR0035","2012-01-18",,"0.11"
"US1NCCR0035","2012-01-20",,"0.00"
"US1NCCR0035","2012-01-21",,"0.28"
"US1NCCR0035","2012-01-22",,"0.15"
"US1NCCR0035","2012-01-24",,"0.05"
"US1NCCR0035","2012-01-26",,"0.00"
"US1NCCR0035","2012-01-27",,"0.10"
"US1NCCR0035","2012-01-28",,"0.09"
"US1NCCR0035","2012-01-29",,"0.00"
"US1NCCR0035","2012-01-30",,"0.00"
"US1NCCR0035","2012-01-31",,"0.00"
"US1NCCR0035","2012-02-01",,"0.00"
"US1NCCR0035","2012-02-02",,"0.04"
"US1NCCR0035","2012-02-03",,"0.00"
"US1NCCR0035","2012-02-05",,"0.02"
"US1NCCR0035","2012-02-06",,"0.30"
"US1NCCR0035","2012-02-08",,"0.02"
"US1NCCR0035","2012-02-09",,"0.03"
"US1NCCR0035","2012-02-10",,"0.00"
"US1NCCR0035","2012-02-11",,"0.07"
"US1NCCR0035","2012-02-12",,"0.04"
"US1NCCR0035","2012-02-17",,"0.20"
"US1NCCR0035","2012-02-18",,"0.00"
"US1NCCR0035","2012-02-19",,"0.32"
"US1NCCR0035","2012-02-20",,"0.39"
"US1NCCR0035","2012-02-22",,"0.02"
"US1NCCR0035","2012-02-24",,"0.00"
"US1NCCR0035","2012-02-25",,"0.17"
"US1NCCR0035","2012-02-26",,"0.00"
"US1NCCR0035","2012-02-27",,"0.00"
"US1NCCR0035","2012-02-28",,"0.00"
"US1NCCR0035","2012-02-29",,"0.00"
"US1NCCR0035","2012-03-04",,"1.49"
"US1NCCR0035","2012-03-05",,"0.18"
"US1NCCR0035","2012-03-07",,"0.00"
"US1NCCR0035","2012-03-08",,"0.00"
"US1NCCR0035","2012-03-09",,"0.02"
"US1NCCR0035","2012-03-11",,"0.00"
"US1NCCR0035","2012-03-12",,"0.00"
"US1NCCR0035","2012-03-14",,"0.00"
"US1NCCR0035","2012-03-18",,"0.03"
"US1NCCR0035","2012-03-19",,"0.00"
"US1NCCR0035","2012-03-20",,"0.00"
"US1NCCR0035","2012-03-22",,"0.02"
"US1NCCR0035","2012-03-25",,"0.30"
"US1NCCR0035","2012-03-26",,"0.17"
"US1NCCR0035","2012-03-28",,"0.00"
"US1NCCR0035","2012-03-29",,"0.00"
"US1NCCR0035","2012-03-30",,"0.00"
"US1NCCR0035","2012-04-02",,"0.00"
"US1NCCR0035","2012-04-03",,"0.00"
"US1NCCR0035","2012-04-04",,"0.00"
"US1NCCR0035","2012-04-05",,"0.00"
"US1NCCR0035","2012-04-06",,"0.51"
"US1NCCR0035","2012-04-07",,"0.29"
"US1NCCR0035","2012-04-08",,"0.00"
"US1NCCR0035","2012-04-09",,"0.00"
"US1NCCR0035","2012-04-11",,"0.00"
"US1NCCR0035","2012-04-12",,"0.00"
"US1NCCR0035","2012-04-13",,"0.00"
"US1NCCR0035","2012-04-15",,"0.00"
"US1NCCR0035","2012-04-16",,"0.00"
"US1NCCR0035","2012-04-17",,"0.00"
"US1NCCR0035","2012-04-19",,"0.52"
"US1NCCR0035","2012-04-20",,"0.00"
"US1NCCR0035","2012-04-21",,"0.00"
"US1NCCR0035","2012-04-22",,"0.37"
"US1NCCR0035","2012-04-23",,"0.00"
"US1NCCR0035","2012-04-24",,"0.00"
"US1NCCR0035","2012-04-27",,"0.00"
"US1NCCR0035","2012-04-28",,"0.47"
"US1NCCR0035","2012-04-29",,"0.00"
"US1NCCR0035","2012-04-30",,"0.00"
"US1NCCR0035","2012-05-01",,"0.00"
"US1NCCR0035","2012-05-02",,"0.00"
"US1NCCR0035","2012-05-03",,"0.00"
"US1NCCR0035","2012-05-04",,"0.00"
"US1NCCR0035","2012-05-05",,"0.00"
"US1NCCR0035","2012-05-06",,"1.14"
"US1NCCR0035","2012-05-07",,"0.00"
"US1NCCR0035","2012-05-08",,"0.00"
"US1NCCR0035","2012-05-09",,"0.00"
"US1NCCR0035","2012-05-11",,"0.00"
"US1NCCR0035","2012-05-15",,"0.05"
"US1NCCR0035","2012-05-16",,"0.83"
"US1NCCR0035","2012-05-17",,"0.09"
"US1NCCR0035","2012-05-18",,"0.38"
"US1NCCR0035","2012-05-20",,"0.00"
"US1NCCR0035","2012-05-22",,"0.03"
"US1NCCR0035","2012-05-23",,"0.06"
"US1NCCR0035","2012-05-24",,"0.00"
"US1NCCR0035","2012-05-25",,"0.00"
"US1NCCR0035","2012-05-26",,"0.00"
"US1NCCR0035","2012-05-27",,"0.06"
"US1NCCR0035","2012-06-07",,"0.00"
"US1NCCR0035","2012-06-10",,"0.00"
"US1NCCR0035","2012-06-11",,"0.00"
"US1NCCR0035","2012-06-13",,"0.30"
"US1NCCR0035","2012-06-14",,"0.00"
"US1NCCR0035","2012-06-15",,"0.00"
"US1NCCR0035","2012-06-17",,"0.00"
"US1NCCR0035","2012-06-18",,"0.00"
"US1NCCR0035","2012-06-24",,"1.62"
"US1NCCR0035","2012-06-26",,"0.20"
"US1NCCR0035","2012-07-01",,"0.00"
"US1NCCR0035","2012-07-03",,"0.00"
"US1NCCR0035","2012-07-06",,"0.00"
"US1NCCR0035","2012-07-09",,"0.00"
"US1NCCR0035","2012-07-11",,"1.71"
"US1NCCR0035","2012-07-12",,"0.87"
"US1NCCR0035","2012-07-13",,"0.40"
"US1NCCR0035","2012-07-15",,"0.00"
"US1NCCR0035","2012-07-16",,"0.00"
"US1NCCR0035","2012-07-17",,"0.00"
"US1NCCR0035","2012-07-24",,
"US1NCCR0035","2012-07-26",,"0.00"
"US1NCCR0035","2012-07-27",,"0.00"
"US1NCCR0035","2012-07-29",,"0.96"
"US1NCCR0035","2012-07-31",,"0.75"
"US1NCCR0035","2012-08-01",,"0.00"
"US1NCCR0035","2012-08-02",,"0.39"
"US1NCCR0035","2012-08-06",,"0.00"
"US1NCCR0035","2012-08-08",,"0.52"
"US1NCCR0035","2012-08-09",,"0.07"
"US1NCCR0035","2012-08-10",,"0.00"
"US1NCCR0035","2012-08-12",,"0.29"
"US1NCCR0035","2012-08-13",,"0.53"
"US1NCCR0035","2012-08-14",,"0.00"
"US1NCCR0035","2012-08-16",,"0.71"
"US1NCCR0035","2012-08-17",,"0.00"
"US1NCCR0035","2012-08-20",,"0.85"
"US1NCCR0035","2012-08-22",,"0.06"
"US1NCCR0035","2012-08-24",,"0.82"
"US1NCCR0035","2012-08-25",,"0.63"
"US1NCCR0035","2012-08-27",,"0.00"
"US1NCCR0035","2012-08-28",,"0.17"
"US1NCCR0035","2012-08-29",,"0.71"
"US1NCCR0035","2012-08-30",,"0.00"
"US1NCCR0035","2012-09-01",,"0.00"
"US1NCCR0035","2012-09-02",,"0.00"
"US1NCCR0035","2012-09-03",,"0.35"
"US1NCCR0035","2012-09-04",,"1.00"
"US1NCCR0035","2012-09-07",,"1.02"
"US1NCCR0035","2012-09-09",,"0.02"
"US1NCCR0035","2012-09-12",,"0.00"
"US1NCCR0035","2012-09-15",,"0.62"
"US1NCCR0035","2012-09-16",,"0.00"
"US1NCCR0035","2012-09-19",,"1.23"
"US1NCCR0035","2012-09-21",,"0.00"
"US1NCCR0035","2012-09-27",,"0.00"
"US1NCCR0035","2012-09-28",,"0.00"
"US1NCCR0035","2012-09-30",,"1.19"
"US1NCCR0035","2012-10-02",,"0.28"
"US1NCCR0035","2012-10-04",,"0.15"
"US1NCCR0035","2012-10-05",,"0.00"
"US1NCCR0035","2012-10-06",,"0.00"
"US1NCCR0035","2012-10-07",,"0.00"
"US1NCCR0035","2012-10-09",,"0.70"
"US1NCCR0035","2012-10-14",,"0.00"
"US1NCCR0035","2012-10-19",,"0.46"
"US1NCCR0035","2012-10-21",,"0.00"
"US1NCCR0035","2012-10-26",,"0.00"
"US1NCCR0035","2012-10-27",,"0.12"
"US1NCCR0035","2012-10-28",,"2.00"
"US1NCCR0035","2012-11-07",,"0.50"
"US1NCCR0035","2012-11-08",,"0.05"
"US1NCCR0035","2012-11-13",,"0.05"
"US1NCCR0035","2012-11-14",,"0.00"
"US1NCCR0035","2012-11-15",,"0.10"
"US1NCCR0035","2012-11-20",,"0.02"
"US1NCCR0035","2012-11-25",,"0.00"
"US1NCCR0035","2012-11-28",,"0.00"
"US1NCCR0035","2012-11-30",,"0.00"
"US1NCCR0035","2012-12-01",,"0.00"
"US1NCCR0035","2012-12-02",,"0.00"
"US1NCCR0035","2012-12-04",,"0.00"
"US1NCCR0035","2012-12-06",,"0.04"
"US1NCCR0035","2012-12-08",,"0.32"
"US1NCCR0035","2012-12-11",,"0.00"
"US1NCCR0035","2012-12-12",,"0.23"
"US1NCCR0035","2012-12-13",,"0.84"
"US1NCCR0035","2012-12-14",,"0.02"
"US1NCCR0035","2012-12-17",,"0.45"
"US1NCCR0035","2012-12-21",,"0.42"
"US1NCCR0035","2012-12-25",,"0.03"
"US1NCCR0035","2012-12-26",,"0.53"
"US1NCCR0035","2012-12-29",,"0.64"
"US1NCCR0035","2012-12-31",,"0.00"
"US1NCCR0035","2013-01-02",,"0.37"
"US1NCCR0035","2013-01-03",,"0.03"
"US1NCCR0035","2013-01-04",,"0.00"
"US1NCCR0035","2013-01-05",,"0.00"
"US1NCCR0035","2013-01-06",,"0.00"
"US1NCCR0035","2013-01-07",,"0.00"
"US1NCCR0035","2013-01-08",,"0.00"
"US1NCCR0035","2013-01-09",,"0.00"
"US1NCCR0035","2013-01-10",,"0.00"
"US1NCCR0035","2013-01-11",,"0.00"
"US1NCCR0035","2013-01-13",,"0.01"
"US1NCCR0035","2013-01-14",,"0.00"
"US1NCCR0035","2013-01-15",,"0.00"
"US1NCCR0035","2013-01-16",,"0.00"
"US1NCCR0035","2013-01-18",,"0.45"
"US1NCCR0035","2013-01-20",,"0.00"
"US1NCCR0035","2013-01-21",,"0.00"
"US1NCCR0035","2013-01-22",,"0.00"
"US1NCCR0035","2013-01-23",,"0.00"
"US1NCCR0035","2013-01-24",,"0.00"
"US1NCCR0035","2013-01-25",,"0.00"
"US1NCCR0035","2013-01-26",,"0.24"
"US1NCCR0035","2013-01-27",,"0.00"
"US1NCCR0035","2013-01-28",,"0.00"
"US1NCCR0035","2013-01-29",,"0.00"
"US1NCCR0035","2013-01-31",,"0.20"
"US1NCCR0035","2013-02-01",,"0.00"
"US1NCCR0035","2013-02-02",,"0.00"
"US1NCCR0035","2013-02-03",,"0.00"
"US1NCCR0035","2013-02-04",,"0.00"
"US1NCCR0035","2013-02-05",,"0.00"
"US1NCCR0035","2013-02-06",,"0.00"
"US1NCCR0035","2013-02-07",,"0.00"
"US1NCCR0035","2013-02-08",,"2.30"
"US1NCCR0035","2013-02-09",,"0.00"
"US1NCCR0035","2013-02-10",,"0.01"
"US1NCCR0035","2013-02-11",,"0.05"
"US1NCCR0035","2013-02-12",,"0.15"
"US1NCCR0035","2013-02-13",,"0.40"
"US1NCCR0035","2013-02-14",,"0.10"
"US1NCCR0035","2013-02-15",,"0.00"
"US1NCCR0035","2013-02-16",,"0.00"
"US1NCCR0035","2013-02-17",,"0.18"
"US1NCCR0035","2013-02-18",,"0.00"
"US1NCCR0035","2013-02-19",,"0.00"
"US1NCCR0035","2013-02-20",,"0.18"
"US1NCCR0035","2013-02-22",,"0.00"
"US1NCCR0035","2013-02-23",,"0.58"
"US1NCCR0035","2013-02-24",,"0.41"
"US1NCCR0035","2013-02-25",,"0.00"
"US1NCCR0035","2013-02-26",,"0.05"
"US1NCCR0035","2013-03-02",,"0.00"
"US1NCCR0035","2013-03-05",,"0.00"
"US1NCCR0035","2013-03-06",,"0.09"
"US1NCCR0035","2013-03-09",,"0.00"
"US1NCCR0035","2013-03-11",,"0.00"
"US1NCCR0035","2013-03-12",,"0.13"
"US1NCCR0035","2013-03-15",,"0.00"
"US1NCCR0035","2013-03-19",,"0.57"
"US1NCCR0035","2013-03-20",,"0.00"
"US1NCCR0035","2013-03-25",,"0.40"
"US1NCCR0035","2013-03-26",,"0.00"
"US1NCCR0035","2013-03-27",,"0.00"
"US1NCCR0035","2013-03-31",,"0.00"
"US1NCCR0035","2013-04-01",,"0.04"
"US1NCCR0035","2013-04-02",,"0.23"
"US1NCCR0035","2013-04-03",,"0.00"
"US1NCCR0035","2013-04-04",,"0.00"
"US1NCCR0035","2013-04-05",,"1.23"
"US1NCCR0035","2013-04-07",,"0.00"
"US1NCCR0035","2013-04-08",,"0.00"
"US1NCCR0035","2013-04-09",,"0.00"
"US1NCCR0035","2013-04-10",,"0.00"
"US1NCCR0035","2013-04-11",,"0.00"
"US1NCCR0035","2013-04-12",,"0.03"
"US1NCCR0035","2013-04-14",,"0.00"
"US1NCCR0035","2013-04-15",,"0.21"
"US1NCCR0035","2013-04-16",,"0.00"
"US1NCCR0035","2013-04-17",,"0.00"
"US1NCCR0035","2013-04-18",,"0.00"
"US1NCCR0035","2013-04-19",,"0.05"
"US1NCCR0035","2013-04-20",,"1.21"
"US1NCCR0035","2013-04-21",,"0.02"
"US1NCCR0035","2013-04-22",,"0.00"
"US1NCCR0035","2013-04-23",,"0.10"
"US1NCCR0035","2013-04-24",,"0.00"
"US1NCCR0035","2013-04-25",,"0.00"
"US1NCCR0035","2013-04-26",,"0.00"
"US1NCCR0035","2013-04-27",,"0.00"
"US1NCCR0035","2013-04-28",,"0.00"
"US1NCCR0035","2013-04-29",,"0.03"
"US1NCCR0035","2013-04-30",,"0.64"
"US1NCCR0035","2013-05-01",,"0.00"
"US1NCCR0035","2013-05-02",,"0.00"
"US1NCCR0035","2013-05-03",,"0.03"
"US1NCCR0035","2013-05-04",,"0.03"
"US1NCCR0035","2013-05-06",,"0.01"
"US1NCCR0035","2013-05-07",,"0.20"
"US1NCCR0035","2013-05-08",,"0.00"
"US1NCCR0035","2013-05-09",,"0.00"
"US1NCCR0035","2013-05-10",,"0.00"
"US1NCCR0035","2013-05-11",,"0.00"
"US1NCCR0035","2013-05-12",,"0.00"
"US1NCCR0035","2013-05-13",,"0.00"
"US1NCCR0035","2013-05-14",,"0.00"
"US1NCCR0035","2013-05-15",,"0.00"
"US1NCCR0035","2013-05-16",,"0.00"
"US1NCCR0035","2013-05-17",,"0.00"
"US1NCCR0035","2013-05-18",,"0.00"
"US1NCCR0035","2013-05-19",,"0.00"
"US1NCCR0035","2013-05-20",,"0.00"
"US1NCCR0035","2013-05-21",,"0.00"
"US1NCCR0035","2013-05-22",,"0.00"
"US1NCCR0035","2013-05-23",,"0.18"
"US1NCCR0035","2013-05-24",,"0.04"
"US1NCCR0035","2013-05-27",,"0.00"
"US1NCCR0035","2013-05-28",,"0.00"
"US1NCCR0035","2013-05-29",,"0.00"
"US1NCCR0035","2013-05-30",,"0.00"
"US1NCCR0035","2013-05-31",,"0.00"
"US1NCCR0035","2013-06-01",,"0.00"
"US1NCCR0035","2013-06-02",,"0.00"
"US1NCCR0035","2013-06-03",,"0.00"
"US1NCCR0035","2013-06-04",,"1.12"
"US1NCCR0035","2013-06-07",,"2.50"
"US1NCCR0035","2013-06-08",,"0.77"
"US1NCCR0035","2013-06-09",,"0.00"
"US1NCCR0035","2013-06-10",,"0.03"
"US1NCCR0035","2013-06-19",,"0.64"
"US1NCCR0035","2013-06-20",,"0.00"
"US1NCCR0035","2013-06-21",,"0.00"
"US1NCCR0035","2013-06-23",,"0.24"
"US1NCCR0035","2013-06-26",,"0.21"
"US1NCCR0035","2013-06-27",,"0.05"
"US1NCCR0035","2013-06-28",,"0.10"
"US1NCCR0035","2013-06-29",,"0.00"
"US1NCCR0035","2013-07-01",,"0.35"
"US1NCCR0035","2013-07-02",,"0.22"
"US1NCCR0035","2013-07-03",,"0.00"
"US1NCCR0035","2013-07-04",,"0.00"
"US1NCCR0035","2013-07-05",,"0.00"
"US1NCCR0035","2013-07-06",,"0.00"
"US1NCCR0035","2013-07-07",,"0.00"
"US1NCCR0035","2013-07-08",,"0.00"
"US1NCCR0035","2013-07-09",,"0.00"
"US1NCCR0035","2013-07-10",,"0.08"
"US1NCCR0035","2013-07-11",,"0.10"
"US1NCCR0035","2013-07-12",,"0.25"
"US1NCCR0035","2013-07-13",,"1.46"
"US1NCCR0035","2013-07-15",,"0.00"
"US1NCCR0035","2013-07-16",,"0.00"
"US1NCCR0035","2013-07-17",,"0.00"
"US1NCCR0035","2013-07-18",,"0.00"
"US1NCCR0035","2013-07-19",,"0.00"
"US1NCCR0035","2013-07-20",,"0.00"
"US1NCCR0035","2013-07-21",,"0.00"
"US1NCCR0035","2013-07-22",,"0.06"
"US1NCCR0035","2013-07-23",,"0.00"
"US1NCCR0035","2013-07-24",,"0.00"
"US1NCCR0035","2013-07-25",,"0.00"
"US1NCCR0035","2013-07-26",,"0.00"
"US1NCCR0035","2013-07-27",,"0.00"
"US1NCCR0035","2013-07-28",,"0.00"
"US1NCCR0035","2013-08-01",,"0.46"
"US1NCCR0035","2013-08-02",,"0.21"
"US1NCCR0035","2013-08-03",,"0.00"
"US1NCCR0035","2013-08-04",,"0.00"
"US1NCCR0035","2013-08-05",,"0.10"
"US1NCCR0035","2013-08-06",,"0.00"
"US1NCCR0035","2013-08-07",,"0.00"
"US1NCCR0035","2013-08-08",,"0.00"
"US1NCCR0035","2013-08-09",,"0.73"
"US1NCCR0035","2013-08-10",,"0.00"
"US1NCCR0035","2013-08-11",,"0.07"
"US1NCCR0035","2013-08-12",,"0.06"
"US1NCCR0035","2013-08-14",,"0.65"
"US1NCCR0035","2013-08-15",,"0.50"
"US1NCCR0035","2013-08-16",,"0.32"
"US1NCCR0035","2013-08-17",,"0.00"
"US1NCCR0035","2013-08-18",,"0.00"
"US1NCCR0035","2013-08-19",,"0.00"
"US1NCCR0035","2013-08-20",,"2.39"
"US1NCCR0035","2013-08-22",,"0.00"
"US1NCCR0035","2013-08-23",,"0.00"
"US1NCCR0035","2013-08-24",,"0.05"
"US1NCCR0035","2013-08-25",,"0.00"
"US1NCCR0035","2013-08-26",,"0.00"
"US1NCCR0035","2013-08-27",,"0.00"
"US1NCCR0035","2013-08-28",,"0.00"
"US1NCCR0035","2013-08-29",,"0.01"
"US1NCCR0035","2013-08-30",,"0.00"
"US1NCCR0035","2013-08-31",,"0.00"
"US1NCCR0035","2013-09-01",,"0.00"
"US1NCCR0035","2013-09-02",,"0.55"
"US1NCCR0035","2013-09-03",,"0.00"
"US1NCCR0035","2013-09-05",,"0.00"
"US1NCCR0035","2013-09-06",,"0.15"
"US1NCCR0035","2013-09-08",,"0.00"
"US1NCCR0035","2013-09-09",,"0.00"
"US1NCCR0035","2013-09-10",,"0.04"
"US1NCCR0035","2013-09-11",,"0.00"
"US1NCCR0035","2013-09-12",,"0.00"
"US1NCCR0035","2013-09-13",,"0.00"
"US1NCCR0035","2013-09-14",,"0.00"
"US1NCCR0035","2013-09-15",,"0.00"
"US1NCCR0035","2013-09-16",,"0.00"
"US1NCCR0035","2013-09-17",,"0.41"
"US1NCCR0035","2013-09-18",,"0.00"
"US1NCCR0035","2013-09-19",,"0.00"
"US1NCCR0035","2013-09-20",,"0.00"
"US1NCCR0035","2013-09-21",,"0.00"
"US1NCCR0035","2013-09-22",,"1.12"
"US1NCCR0035","2013-09-23",,"0.03"
"US1NCCR0035","2013-09-24",,"0.00"
"US1NCCR0035","2013-09-25",,"0.00"
"US1NCCR0035","2013-09-27",,"0.00"
"US1NCCR0035","2013-09-29",,"0.00"
"US1NCCR0035","2013-09-30",,"0.00"
"US1NCCR0035","2013-10-01",,"0.00"
"US1NCCR0035","2013-10-02",,"0.00"
"US1NCCR0035","2013-10-03",,"0.00"
"US1NCCR0035","2013-10-04",,"0.00"
"US1NCCR0035","2013-10-05",,"0.00"
"US1NCCR0035","2013-10-06",,"0.00"
"US1NCCR0035","2013-10-07",,"0.28"
"US1NCCR0035","2013-10-08",,"2.15"
"US1NCCR0035","2013-10-09",,"1.47"
"US1NCCR0035","2013-10-10",,"0.62"
"US1NCCR0035","2013-10-11",,"0.02"
"US1NCCR0035","2013-10-12",,"0.00"
"US1NCCR0035","2013-10-14",,"0.00"
"US1NCCR0035","2013-10-15",,"0.00"
"US1NCCR0035","2013-10-16",,"0.00"
"US1NCCR0035","2013-10-17",,"0.00"
"US1NCCR0035","2013-10-18",,"0.00"
"US1NCCR0035","2013-10-19",,"0.26"
"US1NCCR0035","2013-10-20",,"0.12"
"US1NCCR0035","2013-10-21",,"0.02"
"US1NCCR0035","2013-10-22",,"0.00"
"US1NCCR0035","2013-10-23",,"0.37"
"US1NCCR0035","2013-10-25",,"0.00"
"US1NCCR0035","2013-10-29",,"0.00"
"US1NCCR0035","2013-11-01",,"0.02"
"US1NCCR0035","2013-11-02",,"0.73"
"US1NCCR0035","2013-11-05",,"0.00"
"US1NCCR0035","2013-11-06",,"0.00"
"US1NCCR0035","2013-11-07",,"0.28"
"US1NCCR0035","2013-11-08",,"0.05"
"US1NCCR0035","2013-11-09",,"0.00"
"US1NCCR0035","2013-11-13",,"0.00"
"US1NCCR0035","2013-11-14",,"0.00"
"US1NCCR0035","2013-11-15",,"0.00"
"US1NCCR0035","2013-11-17",,"0.00"
"US1NCCR0035","2013-11-18",,"0.04"
"US1NCCR0035","2013-11-19",,"0.00"
"US1NCCR0035","2013-11-20",,"0.00"
"US1NCCR0035","2013-11-21",,"0.20"
"US1NCCR0035","2013-11-22",,"0.00"
"US1NCCR0035","2013-11-24",,"0.04"
"US1NCCR0035","2013-11-26",,"0.00"
"US1NCCR0035","2013-11-28",,"0.30"
"US1NCCR0035","2013-12-01",,"0.00"
"US1NCCR0035","2013-12-02",,"0.02"
"US1NCCR0035","2013-12-03",,"0.00"
"US1NCCR0035","2013-12-04",,"0.05"
"US1NCCR0035","2013-12-05",,"0.35"
"US1NCCR0035","2013-12-06",,"0.00"
"US1NCCR0035","2013-12-07",,"0.00"
"US1NCCR0035","2013-12-08",,"0.55"
"US1NCCR0035","2013-12-09",,"0.02"
"US1NCCR0035","2013-12-10",,"0.20"
"US1NCCR0035","2013-12-11",,"0.00"
"US1NCCR0035","2013-12-12",,"0.00"
"US1NCCR0035","2013-12-14",,"0.00"
"US1NCCR0035","2013-12-15",,"1.22"
"US1NCCR0035","2013-12-16",,"0.00"
"US1NCCR0035","2013-12-17",,"0.00"
"US1NCCR0035","2013-12-18",,"0.00"
"US1NCCR0035","2013-12-21",,"0.00"
"US1NCCR0035","2013-12-23",,"0.00"
"US1NCCR0035","2013-12-26",,"0.00"
"US1NCCR0035","2013-12-27",,"0.08"
"US1NCCR0035","2013-12-28",,"0.00"
"US1NCCR0035","2013-12-29",,"0.00"
"US1NCCR0035","2013-12-30",,"0.38"
"US1NCCR0035","2014-01-01",,"0.00"
"US1NCCR0035","2014-01-02",,"0.18"
"US1NCCR0035","2014-01-03",,"0.55"
"US1NCCR0035","2014-01-04",,"0.00"
"US1NCCR0035","2014-01-05",,"0.00"
"US1NCCR0035","2014-01-06",,"0.32"
"US1NCCR0035","2014-01-11",,"0.39"
"US1NCCR0035","2014-01-12",,"0.69"
"US1NCCR0035","2014-01-13",,"0.00"
"US1NCCR0035","2014-01-14",,"0.46"
"US1NCCR0035","2014-01-15",,"0.34"
"US1NCCR0035","2014-01-20",,"0.00"
"US1NCCR0035","2014-01-21",,"0.00"
"US1NCCR0035","2014-01-25",,"0.00"
"US1NCCR0035","2014-01-26",,"0.00"
"US1NCCR0035","2014-01-27",,"0.00"
"US1NCCR0035","2014-01-29",,"0.00"
"US1NCCR0035","2014-01-30",,"0.00"
"US1NCCR0035","2014-01-31",,"0.00"
"US1NCCR0035","2014-02-01",,"0.00"
"US1NCCR0035","2014-02-02",,"0.05"
"US1NCCR0035","2014-02-03",,"0.02"
"US1NCCR0035","2014-02-05",,"0.31"
"US1NCCR0035","2014-02-06",,"0.09"
"US1NCCR0035","2014-02-07",,"0.10"
"US1NCCR0035","2014-02-08",,"0.02"
"US1NCCR0035","2014-02-09",,"0.44"
"US1NCCR0035","2014-02-10",,"0.02"
"US1NCCR0035","2014-02-12",,"0.09"
"US1NCCR0035","2014-02-13",,"0.40"
"US1NCCR0035","2014-02-15",,"0.10"
"US1NCCR0035","2014-02-16",,"0.04"
"US1NCCR0035","2014-02-20",,"0.00"
"US1NCCR0035","2014-02-21",,"0.00"
"US1NCCR0035","2014-02-24",,"0.00"
"US1NCCR0035","2014-02-25",,"0.00"
"US1NCCR0035","2014-03-02",,"0.00"
"US1NCCR0035","2014-03-03",,"0.00"
"US1NCCR0035","2014-03-05",,"0.05"
"US1NCCR0035","2014-03-06",,"0.14"
"US1NCCR0035","2014-03-08",,"0.40"
"US1NCCR0035","2014-03-09",,"0.00"
"US1NCCR0035","2014-03-10",,"0.00"
"US1NCCR0035","2014-03-14",,"0.05"
"US1NCCR0035","2014-03-16",,"0.00"
"US1NCCR0035","2014-03-24",,"0.00"
"US1NCCR0035","2014-03-25",,"0.14"
"US1NCCR0035","2014-03-26",,"0.70"
"US1NCCR0035","2014-03-27",,"0.00"
"US1NCCR0035","2014-03-28",,"0.00"
"US1NCCR0035","2014-03-30",,"0.60"
"US1NCCR0035","2014-03-31",,"0.00"
"US1NCCR0035","2014-04-08",,"0.37"
"US1NCCR0035","2014-04-09",,"0.08"
"US1NCCR0035","2014-04-11",,"0.00"
"US1NCCR0035","2014-04-13",,"0.00"
"US1NCCR0035","2014-04-14",,"0.00"
